schema,query,actual_output,generated_sql_query,is_match
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",What is the maximum and minimum share for the TV series?,"SELECT max(SHARE) , min(SHARE) FROM TV_series;","SELECT max(Share),  min(Share) FROM TV_series;",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
","What is the air date of TV series with Episode ""A Love of a Lifetime""?","SELECT Air_Date FROM TV_series WHERE Episode = ""A Love of a Lifetime"";","SELECT Air_Date FROM TV_series WHERE Episode  =  ""A Love of a Lifetime"";",True
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
","When did the episode ""A Love of a Lifetime"" air?","SELECT Air_Date FROM TV_series WHERE Episode = ""A Love of a Lifetime"";","SELECT Air_Date FROM TV_series WHERE Episode  =  ""A Love of a Lifetime"";",True
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
","What is Weekly Rank of TV series with Episode ""A Love of a Lifetime""?","SELECT Weekly_Rank FROM TV_series WHERE Episode = ""A Love of a Lifetime"";","SELECT Weekly_Rank FROM TV_series WHERE Episode  =  ""A Love of a Lifetime"";",True
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
","What is the weekly rank for the episode ""A Love of a Lifetime""?","SELECT Weekly_Rank FROM TV_series WHERE Episode = ""A Love of a Lifetime"";","SELECT Weekly_Rank FROM TV_series WHERE Episode  =  ""A Love of a Lifetime"";",True
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
","What is the TV Channel of TV series with Episode ""A Love of a Lifetime""? List the TV Channel's series name.","SELECT T1.series_name FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T2.Episode = ""A Love of a Lifetime"";","SELECT T2.series_name FROM TV_series AS T1 JOIN TV_Channel AS T2 ON T1.Channel  =  T2.id WHERE T1.Episode  =  ""A Love of a Lifetime"";",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
","What is the name of the series that has the episode ""A Love of a Lifetime""?","SELECT T1.series_name FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T2.Episode = ""A Love of a Lifetime"";","SELECT T2.series_name FROM TV_series AS T1 JOIN TV_Channel AS T2 ON T1.Channel  =  T2.id WHERE T1.Episode  =  ""A Love of a Lifetime"";",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
","List the Episode of all  TV series showed on TV Channel with series name ""Sky Radio"".","SELECT T2.Episode FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";","SELECT T2.Episode FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id  =  T2.Channel WHERE T1.series_name  =  ""Sky Radio"";",True
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
","What is the episode for the TV series named ""Sky Radio""?","SELECT T2.Episode FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";","SELECT T2.Episode FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id  =  T2.Channel WHERE T1.series_name  =  ""Sky Radio"";",True
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",Find the number of cartoons directed by each of the listed directors.,"SELECT count(*) ,  Directed_by FROM cartoon GROUP BY Directed_by;","SELECT Directed_by,  COUNT(*) FROM Cartoon GROUP BY Directed_by;",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",How many cartoons did each director create?,"SELECT count(*) ,  Directed_by FROM cartoon GROUP BY Directed_by;","SELECT Directed_by,  COUNT(*) FROM Cartoon GROUP BY Directed_by;",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",Find the production code and channel of the most recently aired cartoon .,"select production_code ,  channel from cartoon order by original_air_date desc limit 1;","SELECT Production_code,  Channel FROM Cartoon ORDER BY Original_air_date DESC LIMIT 1;",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",What is the produdction code and channel of the most recent cartoon?,"select production_code ,  channel from cartoon order by original_air_date desc limit 1;","SELECT Production_code,  Channel FROM Cartoon ORDER BY Original_air_date DESC LIMIT 1;",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",Find the package choice and series name of the TV channel that has high definition TV.,"SELECT package_option ,  series_name FROM TV_Channel WHERE hight_definition_TV  =  ""yes"";","SELECT Package_Option,  series_name FROM TV_channel WHERE Hight_definition_TV  =  1;",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",What are the package options and the name of the series for the TV Channel that supports high definition TV?,"SELECT package_option ,  series_name FROM TV_Channel WHERE hight_definition_TV  =  ""yes"";","SELECT Package_Option,  series_name FROM TV_Channel WHERE Hight_definition_TV  =  1;",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",which countries' tv channels are playing some cartoon written by Todd Casey?,SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey';,"SELECT T2.Country FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel  =  T2.id WHERE T1.Written_by  =  ""Todd Casey"";",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",What are the countries that have cartoons on TV that were written by Todd Casey?,SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey';,"SELECT T2.Country FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel  =  T2.id WHERE T1.Written_by  =  ""Todd Casey"";",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",which countries' tv channels are not playing any cartoon written by Todd Casey?,SELECT country FROM TV_Channel EXCEPT SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey';,"SELECT country FROM tv_channel EXCEPT SELECT T2.country FROM cartoon AS T1 JOIN tv_channel AS T2 ON T1.channel  =  T2.id WHERE T1.written_by  =  ""Todd Casey"";",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",What are the countries that are not playing cartoons written by Todd Casey?,SELECT country FROM TV_Channel EXCEPT SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey';,"SELECT Country FROM TV_Channel EXCEPT SELECT T2.Country FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel  =  T2.id WHERE T1.Written_by  =  ""Todd Casey"";",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",Find the series name and country of the tv channel that is playing some cartoons directed by Ben Jones and Michael Chang?,"SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Michael Chang' INTERSECT SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Ben Jones';","SELECT T2.series_name,  T2.Country FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel  =  T2.id WHERE T1.Directed_by  =  ""Ben Jones"" OR T1.Directed_by  =  ""Michael Chang"";",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",What is the series name and country of all TV channels that are playing cartoons directed by Ben Jones and cartoons directed by Michael Chang?,"SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Michael Chang' INTERSECT SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Ben Jones';","SELECT T2.series_name,  T2.Country FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel  =  T2.id WHERE T1.Directed_by  =  ""Ben Jones"" INTERSECT SELECT T2.series_name,  T2.Country FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel  =  T2.id WHERE T1.Directed_by  =  ""Michael Chang"";",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",find the pixel aspect ratio and nation of the tv channels that do not use English.,"SELECT Pixel_aspect_ratio_PAR ,  country FROM tv_channel WHERE LANGUAGE != 'English';","SELECT pixel_aspect_ratio_PAR,  country FROM tv_channel WHERE language!= 'English';",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",What is the pixel aspect ratio and country of origin for all TV channels that do not use English?,"SELECT Pixel_aspect_ratio_PAR ,  country FROM tv_channel WHERE LANGUAGE != 'English';","SELECT pixel_aspect_ratio_PAR,  country FROM tv_channel WHERE language!= 'English';",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",find id of the tv channels that from the countries where have more than two tv channels.,SELECT id FROM tv_channel GROUP BY country HAVING count(*)  >  2;,SELECT country FROM tv_channel GROUP BY country HAVING count(*)  >  2;,False
